"Id","SalePrice"
1461,113800
1462,151100
1463,183300
1464,190800
1465,210000
1466,163100
1467,164400
1468,159800
1469,197700
1470,127900
1471,161900
1472,89700
1473,96500
1474,145400
1475,104800
1476,371400
1477,262000
1478,318200
1479,308100
1480,445300
1481,319400
1482,224300
1483,172100
1484,160600
1485,184100
1486,189700
1487,347000
1488,242800
1489,200200
1490,238400
1491,195200
1492,99100
1493,196500
1494,289500
1495,290600
1496,224400
1497,179500
1498,166500
1499,158100
1500,156500
1501,170300
1502,140300
1503,274600
1504,247300
1505,221200
1506,204900
1507,241500
1508,190200
1509,156300
1510,151900
1511,157500
1512,187500
1513,144000
1514,157500
1515,201300
1516,140900
1517,171100
1518,123000
1519,201100
1520,125000
1521,124500
1522,183200
1523,114700
1524,130700
1525,105900
1526,98800
1527,100500
1528,134200
1529,151100
1530,201000
1531,117400
1532,90900
1533,163600
1534,116900
1535,149800
1536,91900
1537,108000
1538,159900
1539,211500
1540,91500
1541,132500
1542,130100
1543,197100
1544,87700
1545,111200
1546,124200
1547,132200
1548,137700
1549,113700
1550,136500
1551,102700
1552,150300
1553,136900
1554,117200
1555,165200
1556,59400
1557,101400
1558,97000
1559,110700
1560,111700
1561,155100
1562,135000
1563,120900
1564,167200
1565,149700
1566,234100
1567,78000
1568,231800
1569,141800
1570,140400
1571,118900
1572,151900
1573,252300
1574,121400
1575,243200
1576,206500
1577,183600
1578,147000
1579,140900
1580,189800
1581,155300
1582,136400
1583,276500
1584,214800
1585,129800
1586,76300
1587,108600
1588,159600
1589,93100
1590,147600
1591,101900
1592,122200
1593,127400
1594,171400
1595,149500
1596,229100
1597,198400
1598,224700
1599,191900
1600,176700
1601,84100
1602,111300
1603,69400
1604,281500
1605,244100
1606,172700
1607,161100
1608,210600
1609,183500
1610,150800
1611,146900
1612,187900
1613,166500
1614,134900
1615,93400
1616,69500
1617,90900
1618,135500
1619,149600
1620,143200
1621,132900
1622,141500
1623,263300
1624,204700
1625,97700
1626,175200
1627,177600
1628,282800
1629,177400
1630,345800
1631,238600
1632,257400
1633,170500
1634,191000
1635,171200
1636,148800
1637,207700
1638,179600
1639,187800
1640,258100
1641,176900
1642,249700
1643,228700
1644,248500
1645,222600
1646,166100
1647,162100
1648,126200
1649,148600
1650,121300
1651,124500
1652,100400
1653,104700
1654,148700
1655,132300
1656,144000
1657,154900
1658,151100
1659,120600
1660,148500
1661,408300
1662,394700
1663,369500
1664,461500
1665,326900
1666,312400
1667,372100
1668,351900
1669,317900
1670,345700
1671,247300
1672,394300
1673,288500
1674,250000
1675,191400
1676,193100
1677,208900
1678,448200
1679,360200
1680,337200
1681,280800
1682,310300
1683,192000
1684,164100
1685,169500
1686,169900
1687,168900
1688,185000
1689,184800
1690,190000
1691,179600
1692,268300
1693,166000
1694,181900
1695,163900
1696,263400
1697,169900
1698,338000
1699,315900
1700,256600
1701,279700
1702,248000
1703,243600
1704,274900
1705,254100
1706,406400
1707,228200
1708,197300
1709,270400
1710,234800
1711,273400
1712,272500
1713,259300
1714,220000
1715,211100
1716,180600
1717,179900
1718,143200
1719,215700
1720,253600
1721,146600
1722,121700
1723,155000
1724,216500
1725,246700
1726,185700
1727,148300
1728,168200
1729,175800
1730,164800
1731,125800
1732,121600
1733,107300
1734,128100
1735,121600
1736,104000
1737,302400
1738,252800
1739,258700
1740,220600
1741,184000
1742,169900
1743,167800
1744,336200
1745,216600
1746,232000
1747,219300
1748,228100
1749,145200
1750,124500
1751,236600
1752,108600
1753,156800
1754,205700
1755,160500
1756,160100
1757,114400
