id,sales
3000888,4.234
3002670,4.234
3004452,4.234
3006234,4.234
3008016,4.234
3009798,4.234
3011580,4.234
3013362,4.234
3015144,4.234
3016926,4.234
3018708,4.234
3020490,4.234
3022272,4.234
3024054,4.234
3025836,4.234
3027618,4.234
3001251,6.549
3003033,6.549
3004815,6.549
3006597,6.549
3008379,6.549
3010161,6.549
3011943,6.549
3013725,6.549
3015507,6.549
3017289,6.549
3019071,6.549
3020853,6.549
3022635,6.549
3024417,6.549
3026199,6.549
3027981,6.549
3001614,9.197
3003396,9.197
3005178,9.197
3006960,9.197
3008742,9.197
3010524,9.197
3012306,9.197
3014088,9.197
3015870,9.197
3017652,9.197
3019434,9.197
3021216,9.197
3022998,9.197
3024780,9.197
3026562,9.197
3028344,9.197
3001977,4.036
3003759,4.036
3005541,4.036
3007323,4.036
3009105,4.036
3010887,4.036
3012669,4.036
3014451,4.036
3016233,4.036
3018015,4.036
3019797,4.036
3021579,4.036
3023361,4.036
3025143,4.036
3026925,4.036
3028707,4.036
3002340,5.723
3004122,5.723
3005904,5.723
3007686,5.723
3009468,5.723
3011250,5.723
3013032,5.723
3014814,5.723
3016596,5.723
3018378,5.723
3020160,5.723
3021942,5.723
3023724,5.723
3025506,5.723
3027288,5.723
3029070,5.723
3002538,5.51
3004320,5.51
3006102,5.51
3007884,5.51
3009666,5.51
3011448,5.51
3013230,5.51
3015012,5.51
3016794,5.51
3018576,5.51
3020358,5.51
3022140,5.51
3023922,5.51
3025704,5.51
3027486,5.51
3029268,5.51
3002571,4.416
3004353,4.416
3006135,4.416
3007917,4.416
3009699,4.416
3011481,4.416
3013263,4.416
3015045,4.416
3016827,4.416
3018609,4.416
3020391,4.416
3022173,4.416
3023955,4.416
3025737,4.416
3027519,4.416
3029301,4.416
3002604,4.033
3004386,4.033
3006168,4.033
3007950,4.033
3009732,4.033
3011514,4.033
3013296,4.033
3015078,4.033
3016860,4.033
3018642,4.033
3020424,4.033
3022206,4.033
3023988,4.033
3025770,4.033
3027552,4.033
3029334,4.033
3002637,12.748
3004419,12.748
3006201,12.748
3007983,12.748
3009765,12.748
3011547,12.748
3013329,12.748
3015111,12.748
3016893,12.748
3018675,12.748
3020457,12.748
3022239,12.748
3024021,12.748
3025803,12.748
3027585,12.748
3029367,12.748
3000921,2.073
3002703,2.073
3004485,2.073
3006267,2.073
3008049,2.073
3009831,2.073
3011613,2.073
3013395,2.073
3015177,2.073
3016959,2.073
3018741,2.073
3020523,2.073
3022305,2.073
3024087,2.073
3025869,2.073
3027651,2.073
3000954,5.938
3002736,5.938
3004518,5.938
3006300,5.938
3008082,5.938
3009864,5.938
3011646,5.938
3013428,5.938
3015210,5.938
3016992,5.938
3018774,5.938
3020556,5.938
3022338,5.938
3024120,5.938
3025902,5.938
3027684,5.938
3000987,5.04
3002769,5.04
3004551,5.04
3006333,5.04
3008115,5.04
3009897,5.04
3011679,5.04
3013461,5.04
3015243,5.04
3017025,5.04
3018807,5.04
3020589,5.04
3022371,5.04
3024153,5.04
3025935,5.04
3027717,5.04
3001020,4.912
3002802,4.912
3004584,4.912
3006366,4.912
3008148,4.912
3009930,4.912
3011712,4.912
3013494,4.912
3015276,4.912
3017058,4.912
3018840,4.912
3020622,4.912
3022404,4.912
3024186,4.912
3025968,4.912
3027750,4.912
3001053,3.59
3002835,3.59
3004617,3.59
3006399,3.59
3008181,3.59
3009963,3.59
3011745,3.59
3013527,3.59
3015309,3.59
3017091,3.59
3018873,3.59
3020655,3.59
3022437,3.59
3024219,3.59
3026001,3.59
3027783,3.59
3001086,3.202
3002868,3.202
3004650,3.202
3006432,3.202
3008214,3.202
3009996,3.202
3011778,3.202
3013560,3.202
3015342,3.202
3017124,3.202
3018906,3.202
3020688,3.202
3022470,3.202
3024252,3.202
3026034,3.202
3027816,3.202
3001119,3.968
3002901,3.968
3004683,3.968
3006465,3.968
3008247,3.968
3010029,3.968
3011811,3.968
3013593,3.968
3015375,3.968
3017157,3.968
3018939,3.968
3020721,3.968
3022503,3.968
3024285,3.968
3026067,3.968
3027849,3.968
3001152,7.665
3002934,7.665
3004716,7.665
3006498,7.665
3008280,7.665
3010062,7.665
3011844,7.665
3013626,7.665
3015408,7.665
3017190,7.665
3018972,7.665
3020754,7.665
3022536,7.665
3024318,7.665
3026100,7.665
3027882,7.665
3001185,2.477
3002967,2.477
3004749,2.477
3006531,2.477
3008313,2.477
3010095,2.477
3011877,2.477
3013659,2.477
3015441,2.477
3017223,2.477
3019005,2.477
3020787,2.477
3022569,2.477
3024351,2.477
3026133,2.477
3027915,2.477
3001218,8.336
3003000,8.336
3004782,8.336
3006564,8.336
3008346,8.336
3010128,8.336
3011910,8.336
3013692,8.336
3015474,8.336
3017256,8.336
3019038,8.336
3020820,8.336
3022602,8.336
3024384,8.336
3026166,8.336
3027948,8.336
3001284,9.687
3003066,9.687
3004848,9.687
3006630,9.687
3008412,9.687
3010194,9.687
3011976,9.687
3013758,9.687
3015540,9.687
3017322,9.687
3019104,9.687
3020886,9.687
3022668,9.687
3024450,9.687
3026232,9.687
3028014,9.687
3001317,10.132
3003099,10.132
3004881,10.132
3006663,10.132
3008445,10.132
3010227,10.132
3012009,10.132
3013791,10.132
3015573,10.132
3017355,10.132
3019137,10.132
3020919,10.132
3022701,10.132
3024483,10.132
3026265,10.132
3028047,10.132
3001350,2.881
3003132,2.881
3004914,2.881
3006696,2.881
3008478,2.881
3010260,2.881
3012042,2.881
3013824,2.881
3015606,2.881
3017388,2.881
3019170,2.881
3020952,2.881
3022734,2.881
3024516,2.881
3026298,2.881
3028080,2.881
3001383,1.711
3003165,1.711
3004947,1.711
3006729,1.711
3008511,1.711
3010293,1.711
3012075,1.711
3013857,1.711
3015639,1.711
3017421,1.711
3019203,1.711
3020985,1.711
3022767,1.711
3024549,1.711
3026331,1.711
3028113,1.711
3001416,2.34
3003198,2.34
3004980,2.34
3006762,2.34
3008544,2.34
3010326,2.34
3012108,2.34
3013890,2.34
3015672,2.34
3017454,2.34
3019236,2.34
3021018,2.34
3022800,2.34
3024582,2.34
3026364,2.34
3028146,2.34
3001449,2.356
3003231,2.356
3005013,2.356
3006795,2.356
3008577,2.356
3010359,2.356
3012141,2.356
3013923,2.356
3015705,2.356
3017487,2.356
3019269,2.356
3021051,2.356
3022833,2.356
3024615,2.356
3026397,2.356
3028179,2.356
3001482,3.093
3003264,3.093
3005046,3.093
3006828,3.093
3008610,3.093
3010392,3.093
3012174,3.093
3013956,3.093
3015738,3.093
3017520,3.093
3019302,3.093
3021084,3.093
3022866,3.093
3024648,3.093
3026430,3.093
3028212,3.093
3001515,4.848
3003297,4.848
3005079,4.848
3006861,4.848
3008643,4.848
3010425,4.848
3012207,4.848
3013989,4.848
3015771,4.848
3017553,4.848
3019335,4.848
3021117,4.848
3022899,4.848
3024681,4.848
3026463,4.848
3028245,4.848
3001548,5.93
3003330,5.93
3005112,5.93
3006894,5.93
3008676,5.93
3010458,5.93
3012240,5.93
3014022,5.93
3015804,5.93
3017586,5.93
3019368,5.93
3021150,5.93
3022932,5.93
3024714,5.93
3026496,5.93
3028278,5.93
3001581,4.433
3003363,4.433
3005145,4.433
3006927,4.433
3008709,4.433
3010491,4.433
3012273,4.433
3014055,4.433
3015837,4.433
3017619,4.433
3019401,4.433
3021183,4.433
3022965,4.433
3024747,4.433
3026529,4.433
3028311,4.433
3001647,2.953
3003429,2.953
3005211,2.953
3006993,2.953
3008775,2.953
3010557,2.953
3012339,2.953
3014121,2.953
3015903,2.953
3017685,2.953
3019467,2.953
3021249,2.953
3023031,2.953
3024813,2.953
3026595,2.953
3028377,2.953
3001680,9.31
3003462,9.31
3005244,9.31
3007026,9.31
3008808,9.31
3010590,9.31
3012372,9.31
3014154,9.31
3015936,9.31
3017718,9.31
3019500,9.31
3021282,9.31
3023064,9.31
3024846,9.31
3026628,9.31
3028410,9.31
3001713,1.221
3003495,1.221
3005277,1.221
3007059,1.221
3008841,1.221
3010623,1.221
3012405,1.221
3014187,1.221
3015969,1.221
3017751,1.221
3019533,1.221
3021315,1.221
3023097,1.221
3024879,1.221
3026661,1.221
3028443,1.221
3001746,8.48
