id,sales
3000888,4.29915120530516
3000889,1.0588684535685835
3000890,6.614140654259654
3000891,2351.8228404986853
3000892,1.1309461644881227
3000893,451.5588966158417
3000894,13.32246435013213
3000895,767.1533192263394
3000896,790.8646070234054
3000897,183.85567062990918
3000898,138.64986405989023
3000899,121.41667114961916
3000900,3185.4294713023905
3000901,22.84068542699948
3000902,2.2416459979869776
3000903,21.336759318809484
3000904,26.189137926657317
3000905,1.0857598313888939
3000906,233.55405607137007
3000907,14.674335198782313
3000908,42.274970516920305
3000909,10.612229550120839
3000910,106.97598768256206
3000911,7.742533004663566
3000912,309.5602326346563
3000913,209.8606137240583
3000914,6.474685509341704
3000915,9.292410378853127
3000916,351.7547445911298
3000917,84.6630944898289
3000918,3296.0493090933687
3000919,51.335995438097214
3000920,26.98122385874202
3000921,2.810209171596524
3000922,0.9992676460285415
3000923,3.131002561404925
3000924,1190.3895523809897
3000925,0.890475240608142
3000926,110.59751412939097
3000927,3.26447820527389
3000928,532.8785511880286
3000929,306.751607626896
3000930,188.71719505380244
3000931,37.940934343997114
3000932,30.361693467180885
3000933,2561.930357055064
3000934,3.43738948273489
3000935,1.3231432676246364
3000936,10.192406893953091
3000937,12.892273172122355
3000938,0.9866258251844436
3000939,144.81303018921903
3000940,3.0204976930867677
3000941,4.533874635225592
3000942,4.925190681046163
3000943,14.606829072984759
3000944,1.5329636851713815
3000945,115.88923940380535
3000946,160.33790328188104
3000947,1.596666186966721
3000948,3.6905006031568655
3000949,122.13814276811941
3000950,15.733908519195207
3000951,854.1652526658187
3000952,63.02099734212488
3000953,2.4764260259606403
3000954,6.539786940779958
3000955,1.1256588285577283
3000956,7.01380553080344
3000957,4348.192623938615
3000958,0.9484851289056387
3000959,600.7819630438378
3000960,11.459313049357633
3000961,1591.706433551512
3000962,705.783377219722
3000963,420.7556892592954
3000964,109.83384096277739
3000965,86.06175739578214
3000966,6326.604072010405
3000967,17.451535313937597
3000968,1.71488077888539
3000969,32.57899606128473
3000970,35.64231076470814
3000971,1.0474181740152162
3000972,364.891436620453
3000973,8.305218561717377
3000974,11.568757002671992
3000975,11.122957655269515
3000976,61.79668915175882
3000977,2.909410437969234
3000978,415.24122818560494
3000979,372.93161605928356
3000980,4.10937110416282
3000981,12.282485628765805
3000982,346.40914207397526
3000983,46.30891210565427
3000984,2242.055063785803
3000985,186.4750167426692
3000986,6.634402989969403
3000987,5.037974108238235
3000988,1.069093566651195
3000989,3.441318738761464
3000990,1656.632607001247
3000991,0.9901697722465971
3000992,171.5715690412673
3000993,7.574762445261798
3000994,804.4329456265647
3000995,426.5649056102984
3000996,200.1574093157519
3000997,54.95736397507212
3000998,39.779118817046985
3000999,2895.082973911329
3001000,5.4371729193066916
3001001,1.5350510329379097
3001002,18.08806213947795
3001003,21.934081253545276
3001004,1.1100874214647138
3001005,172.697906379458
3001006,2.256196622684217
3001007,5.041138599327843
3001008,7.777327469115068
3001009,39.075235398029896
3001010,2.000780299158815
3001011,127.61878447774879
3001012,172.79485452340123
3001013,1.8144436675427116
3001014,6.222165860582864
3001015,122.28395429640338
3001016,29.143820818912896
3001017,875.6790844284563
3001018,56.48060915958659
3001019,2.327117734045924
3001020,4.675527633886608
3001021,1.0137963827315508
3001022,3.3786125845792085
3001023,1404.7338847317528
3001024,0.9983561399771398
3001025,131.5199158044237
3001026,5.633778267758815
3001027,649.8382781808822
3001028,331.1779201603486
3001029,165.1810207837687
3001030,44.16833504611323
3001031,30.39304820507997
3001032,2527.5994246048062
3001033,6.498350690359085
3001034,1.4146261813268703
3001035,13.0074720624491
3001036,16.52166289680393
3001037,1.067380295919285
3001038,131.3332950683548
3001039,2.002717099546804
3001040,5.3847683667650905
3001041,4.994243810495322
3001042,30.300929179811774
3001043,1.7280521002649454
3001044,106.97958825508698
3001045,173.17206722200805
3001046,1.5276564265227328
3001047,4.174459733780971
3001048,91.96594840932472
3001049,23.58415513022392
3001050,651.4886554489015
3001051,57.148818895734344
3001052,2.1251615426437165
3001053,3.5769082927797893
3001054,0.9606478656740715
3001055,3.441791898533554
3001056,1288.2090926545736
3001057,0.943530784763455
3001058,153.38828305520204
3001059,6.326859428317933
3001060,856.6336325152334
3001061,421.12931615905495
3001062,215.09981440806766
3001063,39.247135266198384
3001064,47.57955916676654
3001065,2649.2028397879067
3001066,5.5267577432381385
3001067,1.2948311699723791
3001068,13.172414164408611
3001069,23.128250953864246
3001070,1.0477095542191686
3001071,172.74434695889596
3001072,1.0609607808781536
3001073,5.1950772838557135
3001074,6.0850921932724615
3001075,25.54343515024796
3001076,2.1163480521386795
3001077,180.09029087864934
3001078,211.68797504407675
3001079,1.7326926879361089
3001080,5.702555865315606
3001081,81.56170788218967
3001082,40.35263032259082
3001083,1064.614960534162
3001084,33.305289087054234
3001085,3.2062757742007144
3001086,3.533868779659385
3001087,1.3269934423182332
3001088,4.058269846714025
3001089,1805.376348686186
3001090,1.0372287865433254
3001091,180.24852433086164
3001092,5.618456904874314
3001093,790.8482413740988
3001094,439.55763647126264
3001095,292.8392872616031
3001096,69.1896553943242
3001097,48.775394102104826
3001098,3327.421534088988
3001099,6.673094089708228
3001100,1.5906576241053396
3001101,18.64266823494785
3001102,29.38757160925795
3001103,0.9849078240688002
3001104,224.87039257642425
3001105,6.448183164763799
3001106,4.8475055553430435
3001107,7.239884616572183
3001108,37.7292875558301
3001109,2.3076970285846676
3001110,119.11377113953331
3001111,205.35614097073247
3001112,2.0102674110644396
3001113,6.158576361886968
3001114,113.6943216954832
3001115,30.34201778888997
3001116,1401.344410703144
3001117,54.35082707975079
3001118,4.269502896344628
3001119,5.040038956025507
3001120,1.0109578476872374
3001121,2.983641606874106
3001122,1179.0060450846302
3001123,0.9694023253426998
3001124,123.81884816660781
3001125,3.9569334018543167
3001126,605.0915580434483
3001127,264.3127456086162
3001128,160.02951789508498
3001129,99.73074872998095
3001130,32.628977897578444
3001131,2239.2811778479268
3001132,4.658411716292085
3001133,1.2861896843223832
3001134,14.026258357863238
3001135,17.88644974792265
3001136,1.0232057581688485
3001137,144.07935592218954
3001138,0.981985525582489
3001139,5.693848647337005
3001140,6.417199556123671
3001141,34.12814337496798
3001142,1.5228311694765102
3001143,59.058720363476965
3001144,165.72706166597416
3001145,1.359538696544348
3001146,3.063122518922451
3001147,78.07137837113942
3001148,30.747384241808493
3001149,965.7582630574357
3001150,38.744250158707885
3001151,2.11142405466778
3001152,5.130205411526349
3001153,1.1013938869333602
3001154,3.962891847048691
3001155,2558.347016321925
3001156,0.9829638626457093
3001157,265.8911575797785
3001158,5.284295801191818
3001159,901.990926929866
3001160,803.9859135256161
3001161,366.8263570837142
3001162,117.33345383811974
3001163,76.57136866261413
3001164,3792.048236955049
3001165,8.409426389748052
3001166,1.6189430276012433
3001167,23.48625026635931
3001168,29.125891153652812
3001169,0.9990941494032458
3001170,248.39435388252235
3001171,1.5738929585822399
3001172,5.278721031754671
3001173,8.14481822555082
3001174,47.543281365085285
3001175,2.2922770101998617
3001176,207.70164314797188
3001177,236.88188862724905
3001178,2.3083519382209765
3001179,8.525924244035439
3001180,248.49468900243204
3001181,50.69751227828754
3001182,1879.9140623713558
3001183,61.494187245628034
3001184,9.256304100718223
3001185,3.479403883356637
3001186,1.079348401381021
3001187,5.090933704129623
3001188,1789.6846335361531
3001189,1.0192637147117862
3001190,472.9353461376162
